name,x,y,z,probability
Commissure LCC-RCC,82.70602158687282,87.97906676530866,97.2519159370924,0.848726749420166
Commissure NCC-RCC,60.48632931416262,79.52402947100475,82.12392187033834,0.9786564707756042
Commissure LCC-NCC,-1.0,-1.0,-1.0,0.0
Nadir LCS,86.4206607340811,101.70326637203665,86.53073068472328,0.938922107219696
Nadir RCS,84.27537804608913,83.94878805846307,75.57450317374163,0.835364043712616
Nadir NCS,68.82503572437149,96.92420601925038,69.96361823883035,0.9276509881019592
Basis of IVT LCC-RCC,89.96415834027518,91.61012602610744,85.23439572659389,0.904025673866272
Basis of IVT NCC-RCC,74.95655380338268,87.14741351863452,69.54404486017869,0.9033926725387573
Basis of IVT LCC-NCC,75.94930419786483,103.47894159029441,77.64785913773187,0.9679916501045227
