name,x,y,z,probability
Commissure LCC-RCC,206.26820588935007,139.29733911108391,153.69131330935812,0.5929896831512451
Commissure NCC-RCC,213.32500255017538,154.88720100639017,96.05830399366478,0.6675420999526978
Commissure LCC-NCC,-1.0,-1.0,-1.0,0.0
Nadir LCS,216.524442679462,160.61653563411792,138.74323104225616,0.7435493469238281
Nadir RCS,208.29918734778926,142.10757952824085,124.83050030656064,0.4335552752017975
Nadir NCS,126.46198975743975,210.01071399994757,0.2279002087531976,0.8674724698066711
Basis of IVT LCC-RCC,219.1579435063743,150.51828204213047,135.99730345495945,0.8475928902626038
Basis of IVT NCC-RCC,200.27803803681527,153.47227803711837,118.26671422062653,0.9462568759918213
Basis of IVT LCC-NCC,211.0812631291282,168.4299871900143,136.39821532544093,0.42074495553970337
