x,y,z
98.40164,60.514603,88.450005
69.75591,55.381424,69.00341
63.35799,88.345276,80.449486
100.15603,77.284485,76.648094
92.330605,60.813934,66.59051
81.55165,75.95447,63.079887
100.88838,65.11812,75.10204
85.01879,64.3147,60.15264
87.00226,80.95445,69.78311
