x,y,z
118.63852,74.40872,97.48207
97.97264,65.003235,87.2928
94.36177,81.34923,92.63527
121.17101,96.043915,77.53963
120.9453,79.08966,69.285324
101.76472,87.70439,64.96242
125.692314,87.489334,75.38362
110.47527,78.11568,62.34431
109.43912,95.433716,72.14937
