x,y,z
70.392784,49.34778,101.98968
49.317642,51.492645,89.743385
58.110996,67.73906,103.15038
77.65681,64.276245,95.59942
71.25828,52.271164,85.720055
62.761406,69.7361,83.71325
78.90924,55.890244,92.46937
71.887184,70.48735,91.44335
63.134186,58.30182,78.15467
