landmark,detection_rate,detected,total,mean_error,median_error,std_error,max_error,mean_error_x,mean_error_y,mean_error_z,percentile_25,percentile_75,percentile_90,inlier_rate_5mm
Nadir RCS,98.15950920245399,160,163,2.5513574167303594,0.48653528303018234,24.460020850161566,310.93180134676004,0.924903920281252,1.4210116503044348,1.7708757671927782,0.3296530745350257,0.8025887651515898,1.0861671793624883,99.375
Commissure LCC-NCC,96.93251533742331,158,163,0.7429432991499001,0.4608765621357209,1.3805617809763784,14.694948761553224,0.46605803677807217,0.22024540803700182,0.38203647360597714,0.2949218028441837,0.6929160631477999,1.2546189658477604,98.73417721518987
Nadir LCS,99.38650306748467,162,163,0.6246147840306802,0.4822606709337821,0.6019919576014333,6.362674958896434,0.24100543141735528,0.3025519631703332,0.3554929656668142,0.3258479195854735,0.72903855726836,1.1227394745507613,99.38271604938271
Commissure LCC-RCC,98.15950920245399,160,163,1.7402007987832526,0.42192289283160506,9.57071144450102,100.48917351578945,0.6045783740755499,0.7601384650855522,1.1932338070697532,0.280101661873352,0.7562187037658313,1.1465674725235948,98.125
Nadir NCS,100.0,163,163,19.926330953931828,0.45943227600358894,79.39217512603872,575.805210458635,4.563200229537895,9.219423142498819,14.355689884723718,0.33006782913113797,0.811890176304408,45.27719725389205,86.50306748466258
Commissure NCC-RCC,97.54601226993866,159,163,2.5296930791659054,0.5038398003066172,12.10164812280711,115.82532558444419,1.1840378870632884,0.7457261883004802,1.759495074630612,0.30368857601608595,0.7076841349535398,1.156743123695259,96.85534591194968
Basis of IVT NCC-RCC,96.93251533742331,158,163,0.566429115301135,0.43464374797003114,0.6062821295244,6.2401547701985765,0.2834838957666392,0.2807859581800208,0.2748100999425336,0.28316845966434295,0.6289907537568709,1.0024017749330685,99.36708860759494
Basis of IVT LCC-RCC,98.77300613496932,161,163,1.2988438186921982,0.43828369174336596,9.207251234393327,117.58842955723726,0.5827439412389588,0.3261873371858152,0.9909553919353787,0.3261410705867185,0.6382310459335744,0.9930788334432522,99.37888198757764
Basis of IVT LCC-NCC,97.54601226993866,159,163,0.5086622633889577,0.40642912205230464,0.41643666004324575,3.171057396133623,0.2569446137703289,0.16629066313664592,0.3059391711305246,0.24965244475761647,0.5786328390899425,0.9166456402580447,100.0
