name,x,y,z,probability
Commissure LCC-RCC,-131.40254061046474,-164.6043702432027,94.018394553918,0.49923068284988403
Commissure NCC-RCC,-148.0,-162.0,86.0,0.29678699374198914
Commissure LCC-NCC,-137.1496451563369,-149.14785995682362,90.90937084575869,0.36573976278305054
Nadir LCS,-123.88461502795933,-152.55376649480857,85.9068012598896,0.6768546104431152
Nadir RCS,-136.35377827325655,-169.22400720361736,75.29135609723473,0.4005334675312042
Nadir NCS,-151.9981321742286,-318.0,252.40915080134158,0.32090961933135986
Basis of IVT LCC-RCC,-122.98170700431294,-164.0,82.85898690053415,0.3958171010017395
Basis of IVT NCC-RCC,-1.0,-1.0,-1.0,0.0
Basis of IVT LCC-NCC,-132.20826073603948,-147.49461124449843,81.33900835142128,0.858278751373291
