name,x,y,z,probability
Commissure LCC-RCC,85.29102963173496,96.36165738756694,96.02594814713777,0.79258245
Commissure NCC-RCC,74.68519526462237,98.08517744938511,74.80099090596455,0.8685203
Commissure LCC-NCC,83.12433006623263,116.0,86.83015942820043,0.48907194
Nadir LCS,101.93767180693114,108.5968684041585,89.38228395358225,0.920991
Nadir RCS,95.0586177092188,92.95085140500356,73.54434418865038,0.5509756
Nadir NCS,90.72596122469814,110.77844886583985,66.27359365981422,0.8507748
Basis of IVT LCC-RCC,101.76824921229395,96.29554021519259,86.40712936521854,0.7944318
Basis of IVT NCC-RCC,91.09613498145788,99.02076520778029,66.95394349713648,0.6855599
Basis of IVT LCC-NCC,97.16772234644739,115.21743966705368,79.39898182622677,0.65475315
