name,x,y,z,probability
Commissure LCC-RCC,101.23734539002706,72.89465704921085,95.74748176628844,0.7922608
Commissure NCC-RCC,77.83584826351075,74.55232493885329,77.86176935924945,0.8195937
Commissure LCC-NCC,91.09603870848234,103.14305981052084,94.52309658298154,0.67652935
Nadir LCS,113.50580607324031,92.49320562168387,85.15107375728206,0.8450703
Nadir RCS,104.23787378867515,75.2337341081264,71.28197011999758,0.80846274
Nadir NCS,3.8290480826617403,190.0,219.94656745092468,0.76793444
Basis of IVT LCC-RCC,110.33741593536406,79.86542058906508,79.40760204275757,0.8427738
Basis of IVT NCC-RCC,94.79954227309535,80.66162830402546,62.77763558295013,0.79536813
Basis of IVT LCC-NCC,108.36236463262284,103.39042063074119,79.44334784919626,0.58682466
